text,annotations
"Feminism och goda inkomster genom att bli brottsoffer?: En kvinna som jag känner berättade för några år sedan om hur hon hade blivit misshandlad av en manlig bekant. Hon polisamälde. Det lades ner. Sen har samma sak hänt flera gånger. Och hon har lyckats bättre.  Tre domar mot män har gett henne först 18.000 kr, sedan 31.000 och sedan 49.000 kr i skadestånd. Och männen villkorlig dom och fängelsestraff.  I alla målen har ord stått emot ord. Domstolen har i alla fall gått på hennes version.  I kompiskretsen gissar vi att hennes nästa grej blir att ha sex med en man och sedan anmäla honom för våldtäkt. Våldtäkt brukar ge ett bra skadestånd.  Vad tycker du om affärsidén? Män är ju svin, så bra att sätta dit dem. Och det skadar väl inte att göra sig en hacka på det? Smart initiativ i den feministiska kampen?","{'annotator 1': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 2': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '8'}, 'annotator 3': None, 'annotator 4': None}"
"Det talas om alfa, beta och omega av bägge könen: Själv ser jag mig som en typisk sigmatjej. Är inte den utpräglade ledartjejen, men heller inte motsatsen, utan står vid sidan om. Går min egen väg, har ledarkvalitéer men är inte dominant på något sätt och låter mig aldrig styras mot min vilja.  Har aldrig varit attraherad av sk alfakillar vilka jag upplever som motbjudande och ibland patetiska. Motsatsen upplever jag som ointressanta utan dras mest till killar som speglar min egen personlighet.  Vad är eran åsikt om dessa personlighetstyper? Upplever ni att det ligger nått i dessa beskrivningar av personlighetsbenämningar eller anser ni att det bara är blaj? Varför eller varför inte? Vilka tycker ni passar bäst ihop och varför?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '5'}, 'annotator 3': None, 'annotator 4': None}"
"Rörelsemängd [NAME]: Jag behöver lite hjälp med en uppgift som lyder såhär:  In 1932 [NAME] fired neutrons of unknown speed and mass into different substances. He found that protons (of mass 1 u) were given a speed 7.5 times that given to nitrogen nuclei (of mass 14 u). If the collisions were elastic and head on, what can you deduce about the mass of the neutron?  Den bör ju inte vara så svår egentligen, och svaret ska ju naturligtvis bli att massan för neutronen är samma som protonen men hur jag än gör så förkortas neutronens massa bort eller så är det någon okänd hastighet med i ekvationen. Jag undrar också om man kan anta att protonen och kväveatomen ej har någon hastighet från början?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Tre rumänska luder som snattar turisters värdesaker i London: Lägg märke till att de är tre, och blockerar av sikten, så ludret kan stjäla och sedan lämnas stöldgodset till en annan.  Vad tycker du om ficktjuvar och att man blir utsatt av skitar för att gränserna är öppna?  Female pickpocket gang caught on camera stealing tourist's purse https://www.youtube.com/watch?v=AIl3nwtcmus","{'annotator 1': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '4'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': 'calling women pickpockets \'whores\' (luder). Also racist for pointing out the women are ""romanian whores""', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '9'}, 'annotator 3': None, 'annotator 4': None}"
"Varför låtsas alltid män att de är högre utvecklade varelser?: Är det inte så att män skaffar jobb, tjänar pengar och sedan köper sig en fru?  För man kan inte leva på gamla meriter. Även om mannen i sin prime time var attraktiv men vid 30+ är mannen försoffad, mullig, dryg och snuslukten är ingrodd i käften med gula tänder, men han har en rejäl lön som han kan locka en kvinna med.  Han utger sig för att vara ""högre utvecklad"". Han har ""jobbat på sig själv"" och blivit en ""riktig man"". Han tror sig vara en Don Juan som genom sitt plinkade på en gitarr kan förtrolla kvinnor.:lol:  Men han är bara en chipsätande snusmumrik.  På samma sätt som män förr i tiden utmålade sig själva som ädla vita riddare som värnade och skyddade sitt land men de var bara simpla våldtäktsmän som motiverades av att få ge sig ut och kriga för att våldta kvinnor.  Nå, är du en riktig man? Eller är du bara ett snusfetto med samma förstånd som en tolvåring som tror sig vara en riktig man bara för att du har en lön som du kan köpa en kvinna med?  Det är bara och titta på porrfettot som var med i filip och fredrik. 14 år äldre men jobbar med fastigheter så han kan köpa en fru trots att han bara är ett porrfetto. https://www.youtube.com/watch?v=_rWi-OYinFw  Hade din kvinna varit med dig en enda dag om du inte haft pengar?:)","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': 'stereotype that women are only with men for their money', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 3': None, 'annotator 4': None}"
"Diskussioner om ""The Simpsons"": Jag har två favoriter:  När Homer och kärnkraftsfabriken spelar baseboll. Mr Burns vill vinna och därför ""anställer"" han några proffs. Favvoscenen är när Mr Burns säger åt en av de basebollproffsen att raka av sig polisongerna, men han har inga. Till slut så rakar han hela båda sidorna av huvet och ser ut som Butthead.  :D Muhahahahaha :D   Homer tvingas att bli missionär på någon söderhavsö av fader Lovejoy. På planet så bankar Homer på dörren och skriker: ""I dont even believe in Jebus"".  :D Muhahahahaha :D","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Hur röstar svenska tjejer efter att ha blivit våldtagna?: På senaste tiden har det uppmärksammats en hel del grova våldtäkter, som den där syriska killen som blev miljonär efter att ha våldtagit och torterat en tjej. Senast nu så tog en pappa med sig sina två tonårssöner och gruppvåldtog en tjej på hotell.  Man fattar ju att svenska tjejer som själv inte faller offer fortsätter rösta rött. Men, hur är det med själva våldtäktsoffren? Finns det tjejer som fortsätter rösta rött även om de blivit våldtagna av blattar? Finns det tjejer som fortfarande tror på patriarkat och feministiskt hjärntvätt trots att dom fått smaka på riktig patriarki från mellanöstern?  Ändras svenska tjejers politiska uppfattningar efter att de blivit våldtagna? Eller tycker dom fortfarande att det är synd om dessa flyktingar?","{'annotator 1': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 2': {'category': 'Violence against women (Intent to assert power over women through threats of violence. Includes: Rape and sexual violence/Domestic and other violence/Degrading language)', 'comment': 'Also racist hate speech ', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 3': None, 'annotator 4': None}"
"Skjortor: Chadburry: Tänkte införskaffa lite fler skjortor av märket Chadburry, för övrigt det bästa märket jag någonsin burit. Bra kvalitet (som i tål många tvättar) och mycket snygga. Designen påminner om Stenströms.  Det finns en affär i Malmö där jag köpte två för 1200 kr, eller om det kanske var två för 1400 kr.  Hur kommer det sig att de är så förbannat dyra online? Hittar ingen skjorta under 999 kr.  http://www.chadburry.com/index_se.html  Någon som vet någon återförsäljare online som säljer äkta till bättre pris?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Norge. Fyra personer hittades döda i Nes i Akershus (2024-01-23): Från Nrk :   Vi fekk melding klokka 11.16 i dag om ein alvorleg hending i Nes. Vi kan ikkje gå ut med detaljar om kva som har skjedd, men vi er på staden med fleire einheitar saman med dei andre naudetatane. länk till artikeln : https://www.nrk.no/stor-oslo/alvorle...hus-1.16728932  Från Vg :  Da de rykket ut fant de fire personer som er bekreftet døde.   På bakgrunn av opplysninger i saken, har politiet startet drapsetterforskning, sier innsatslederen. länk till artikeln : https://www.vg.no/nyheter/i/LlwLLP/p...hendelse-i-nes","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"Vill du också ha mycket mer fräcka filmer med nakna fruntimmer som oblygt spelar?: Jag saknar verkligen nakenscener som verkligen är på gränsen till rent snusk :yes:  Svenska filmer från 60-70- lite 80 talet, ja då jävlar var man inte blyg utan det kunde bresas med både pattar och vaginor (ibland håriga men ok) på filmduken. Är dagens regissörer helt enkelt pryda eller är det dagens filmpublik som är det?  Vad säger du själv, saknar du spritt nakna skådespelare i filmerna? Vilka skådisar vill du se avklädda in på bara skinnet?","{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '4'}, 'annotator 3': None, 'annotator 4': None}"
"EU-regel kan ge massavhopp av brandmän. MSB vill lösa med ""olika bakgrund/ålder/kön"": EU-regel kan ge massavhopp av brandmän. MSB vill lösa med ""olika bakgrund/ålder/kön""  SVT: Brandmän varnar för massavhopp med nya regler: Katastrofala arbetstiderÖver 2 700 brandmän har skrivit på en protestlista mot nya arbetstidsregler som börjar gälla i höst.  EU-beslutet innebär stopp för brandmännens dygnspass.   För oss är det katastrofala arbetstider, säger brandmannen Patrick Falck.  Samtidigt jobbar MSB med att hitta fler brandmän.  SVT: Stora problem att rekrytera deltidsbrandmän i Sverige  MSB försöker hitta lösningarHälften av alla orter i Sverige har problem att rekrytera deltidsbrandmän. MSB, Myndigheten för samhällsskydd och beredskap, försöker hjälpa kommunerna att hitta lösningar på problemet.  vi håller just nu på att ta fram en nationell strategi för att synkronisera alla aktiviteter, med målet att situationen ska förbättras, säger enhetschef [NAME]. Ur klippet:... bredda bilden av vem som kan vara brandman. Föreställningsvärlden är för många att man måste vara man och väldigt vältränad. I verkligheten är det ett hjälpa till-yrke där både män och kvinnor och personer med olika åldrar och bakgrunder passar. Vad säger ni om detta?  Finns det inte redan vissa krav på brandmän? Förhindrar dagens krav ""personer med olika åldrar och bakgrunder passar"" att söka sig till yrket? Vad exakt menar [NAME] från MSB? Är det fel på kraven?  Verkar det rätt att försöka hitta ""nya kategorier av brandmän"" eller borde MSB arbeta med att svenska brandmän ska ha bra anställningsvillkor?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': 'I thing there is an underlaying discriminatory assumption that criteria for fire fighters are neutral and objective and for that reason these never can be changed. ', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '5'}, 'annotator 3': None, 'annotator 4': None}"
"Två horor hyrde lägenhet i 2:a hand i GBG och sålde sex, hyresgästen slipper vräkning: Två prostituerade kvinnor från Rumänien bekräftade i sina vittnesmål att de sålde sex i bostaden. Vid flera olika tillfällen har polisen slagit larm om att det förekommer sexhandel i lägenheten och att hyresgästen inte verkar bo där. Nu vill värden säga upp mannen, men hyresnämnden säger nej.  Enligt värden har mannen hyrt ut lägenheten svart i andra hand och brutit mot sitt kontrakt genom att låta brottslig verksamhet äga rum i bostaden. Hyresgästen motsätter sig uppsägningen. Innan saken hinner behandlas i hyresnämnden griper polisen ännu en sexköpare på adressen november 2022. Även nu finns två kvinnor med rumänska id-handlingar i lägenheten. Den ena av dem berättar att de säljer sex och att de hyrt lägenheten i en vecka.  Hyresnämnden annorlunda på saken och låter hyresgästen få behålla kontraktet. https://www.hemhyra.se/nyheter/prost...n-far-bo-kvar/  Slutsats, okej att hyra ut sin bostad till brottslig verksamhet eller drar hyresgästen en skenhistoria för att slingra sig undan?","{'annotator 1': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '3'}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': 'Degrading language when it comes to label the women *horor) and less degrading of sex byers ', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 3': None, 'annotator 4': None}"
Varför river kärringar i saker och ting?: Jo jag undrar varför kärringar river i saker och ting. Som bäst hittar dom prylar man inte hittat men letat mycket efter men när det är en grendosa med massor av laddare ska kärringen pilla på varenda laddare och kabel och ändå hittar hon inte sin. Det räcker ju gott och väl att bara titta så ser man sin sladd och laddare.  Varför är kärringar så plockiga?,"{'annotator 1': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '3'}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 3': None, 'annotator 4': None}"
"[NAME] kritiserar #metoo, kommer han undan med det?: [NAME] har gjort sig känd som etablissemangets främste försvarare, en sann globalist-ivrande megafon for Soros lära. Han kritiserar nu #metoo-utrensningarna som han menar är en ""häxjakt med drag av Stalins utrensningar"": https://www.aftonbladet.se/a/Eo43MA/...s-utrensningar https://www.resume.se/nyheter/artikl...liga-reportrar  Han har förvisso fått lite mothugg här och där, men långt irån det som drabbade [NAME] och [NAME] när de dristade till att ifraågasätta, respektive skämta om #metoo. Borde inte bilan även falla över Heimersson, eller lver han på undantag för att han hör till ""de goda""?","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'No', 'rating': None}, 'annotator 2': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 3': None, 'annotator 4': None}"
"[NAME]. Inte minst på flashback kallas jag för häxa: http://www.expressen.se/tv/nyheter/p...r-sager-detta/  [NAME] konsterar att hon är van (ang polisens facebookgrupp) att bli kallad häxa, kan du inte dö snart och tyna bort på Flashback. Kan ses ovan i inslaget.","{'annotator 1': {'category': None, 'comment': None, 'hate_speech': 'No', 'misogyny': None, 'rating': None}, 'annotator 2': {'category': 'Sexualization and objectification (Outsized focus on appearance, using degrading language. Includes: Dehumanization/Sexual harassment)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '6'}, 'annotator 3': None, 'annotator 4': None}"
"Matriarkat i stamkulturen och dödsskjutningar: Svt-filmen om dödsskjutningarna i Järva har fel titel. Den borde ha hetat: ""Våra barn dödar varandra"". Det är nämligen det som pågår. Dom har inte drabbats av någon mystisk åkomma eller sjukdom som titeln tycks antyda. Mammorna är inga oskyldiga sörjande kvinnor. Dom är själva en del av dödandet. Det är mammorna som har uppfostrat sina söner till att döda, ingen annan. Att döda sina fiender är helt enligt normen i stamkulturer. I de primitivaste stamkulturerna är det kvinnorna som sköter barnuppfostringen, männen är fritt kringströvande hannar och stabila familjebildningar är sällsynta. Somalia är nog det mest underutvecklade landet på jorden. Man finns inte ens med på FN:s lista över HDI (human development index) som baseras på läskunnighet, livslängd och inkomst. Det finns helt enkelt inga mätningar att tillgå. Om vi i Sverige och andra civiliserade länder tycker att ""alla människor har lika värde"" så är det precis vad mammorna i Somalia inte tycker. I Somalia dödar man sina fiender och plundrar dom som har mer än man själv och tycker att man gör rätt.","{'annotator 1': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '4'}, 'annotator 2': {'category': 'Stereotype (A widely held but fixed and oversimplified image or idea of a particular type of person or thing. Includes: Gender essentialism/Benevolent sexism/Intersectional, identity-based misogyny/Transmisogyny and homophobia )', 'comment': 'Large dose of racism - hate crime Hets mot folkgrupp', 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '8'}, 'annotator 3': None, 'annotator 4': None}"
"Patriarkat, matriarkat och feminismens slutmål: Feministerna vill största patriarkatet (dvs alla män?) och installera matriarkatet (kvinnornas härskande över männen?). Är det rätt uppfattat?  Vad är feministernas slutmål egentligen? Är det att kvinnorna ska ha makten istället för männen? Ordet matriarkat antyder ju det. Samtidigt säger de sej vara för jämlikhet. Hur går det ihop?  Är det kanske så att feminismen är en produkt av det kvinnliga tänkandet, som bygger mer på ""hur det känns"" än på fakta och logik, och därmed vet inte feministerna riktigt vad de är ute efter egentligen, mer än att ""något känns fel""?","{'annotator 1': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '7'}, 'annotator 2': {'category': 'Anti-feminism and denial of discrimination (Opposing feminism, believing that feminism is not necessary or that women should not have the same rights as men do. Includes: The belief that men are discriminated against/that discrimination doesn’t exist)', 'comment': None, 'hate_speech': 'Yes', 'misogyny': 'Yes', 'rating': '9'}, 'annotator 3': None, 'annotator 4': None}"
