label,message,message_stemmed,label_name
4,барлық имансыз армиялар мұхаммедтің жерінен кетсін және сіздермен бірге болған кезде иерусалимнің қазыналарын босатып исламның туын көтеріп оның жиектерінде жиһад жасайтын күнді тілейміз radicalization,барлық иман армия мұхаммед же кет және сіздермен бірге бол кезде иерусалим қазына босат ислам ту көтер оның жиек жиһад жаса күн тіле radicalization,violent
4,израиль ұшақтары әуеден бомба тастап жатқан кезде ол және оның әскерлері газадағы мұсылмандарды өлтіру жоспары аяқталғанға дейін шекараларды жауып тастайды radicalization,израиль ұшақ әуе бомба таста жат кезде ол және оның әскер газа мұсылман өлтір жоспар аяқтал дейін шекара жау таста radicalization,violent
4,бұл еврейлердің лас рөлі сабра мен шатиладағы фалангтардың күштерімен менің мұсылман бауырларым және газадағы және басқа палестинадағы мүжахидтер біз біз мүмкін болған жерде кресттереврей одағын ұрыпсоғып біз сіздермен бетпебет келіп отырмыз және көп ұзамай сіздердің араларыңызға кедергі болатын шекаралар мен шектеулерді бұзамыз және американдықтардың ирактан біздің жақындап келе жатқан белгілерімізден кетуіне жол береміз radicalization,бұл еврей лас рөл сабр мен шатила фаланг күш менің мұсылман бауыр және газа және басқа палестина мүжахид біз біз мүмкін бол же кресттеревре одағ ұрыпсоғ біз сіздермен бетпебет кел отыр және көп ұзама сіздердің ара кедергі бол шекара мен шектеу бұз және американдық ирак біздің жақында келе жат белгі кет жол бер radicalization,violent
4,біз сіздерді жүректерімізбен және қанымызбен құтқардық және мен сіздердің араларыңызда сіздің жараларыңызды айықтырамын және олардың азаптарын азайтамын деп үміттенемін propaganda,біз сіз жүрек және қан құтқар және мен сіздердің ара сіздің жара айықтыр және олардың азап азай де үміттен propaganda,violent
4,екінші хабарға келер болсақ бұл мысырдағы мұсылмандарға арналған мен оларға айтамын газаны қоршауды алып тастау бұл сіздердің міндеттеріңіз егер сіз газадағы халқымыздан қоршау алынып тасталғанға дейін бас тартпаған ереуілдер демонстрациялар мен наразылық акцияларын ұйымдастырып қатысқан болсаңыз онда сатқын хосни мубаракқа құлақ асу керек recruitment,екінші хаб кел бол бұл мысыр мұсылман арнал мен оларға ай газа қоршау алып тастау бұл сіздердің міндет егер сіз газа халқ қоршау алын тастал дейін бас тартпа ереуіл демонстрация мен наразылық акция ұйымдастыр қатыс бол онда сатқ хосни мубарак құлақ асу керек recruitment,violent
4,газадағы бауырларымызды сатқын хосни мубарактың қолынан құтқару үшін студенттер оқудан жұмысшылар мен жұмысшылардан бас тартатын ереуілдер науқанын жасай алмайсыз ба recruitment,газа бауыр сатқ хосни мубарак қол құтқар үшін студент оқу жұмысшы мен жұмысшы бас тарт ереуіл науқан жаса алма ба recruitment,violent
4,мен мысыр армиясындағы азат адамдарға сүлеймен хатерде болғандығыңызды айтамын үлгі және үлгі ал сатқын қылмыскер сізді дініңізге опасыздық жасауыңызға және бауырластарыңызды қоршауға және израильдік ұшақтар оларға қарсы жасаған қылмыстарын аяқтағанға дейін олардың порттарын жауып тастау үшін қолданады деп айтамын propaganda,мен мысыр армия азат адам сүлеймен хат болғандығ ай үлгі және үлгі ал сатқ қылмыскер сіз дін опасыз жасау және бауырлас қорша және израиль ұшақ оларға қарсы жаса қылмыс аяқта дейін олардың порт жау тастау үшін қолдан де ай propaganda,violent
4,сондықтан сіз қашан шайтанның әскері болып қала бересіз құрметті синайдың құрметті тайпаларына айтамын бұл күн сендердің күндерің сондықтан исламдағы ағайындарыңды және газадағы туысқандарыңды бір наннан бастап танк шахтасына дейін барлық керек жарақтарымен және жабдықтарымен қамтамасыз етіңдер recruitment,сондықтан сіз қашан шайтан әскер бол қала бер құрметті синай құрметті тайпа ай бұл күн сен күн сондықтан ислам ағайын және газа туысқан бір нан баста танк шахта дейін барлық керек жарақ және жабдық қамтамасыз ет recruitment,violent
4,сіздің қадір қасиетіңізге абыройыңызға және қол сұғылмауыңызға қол сұғатын сатқын египет режимі бұл исламдағы бауырларыңызды және газадағы тектілікті қоршайтын және яһудилермен бірге оларды өлтіру үшін жасалған жүйе propaganda,сіздің қадір қасиет абырой және қол сұғылмау қол сұғ сатқ египет режим бұл ислам бауыр және газа тектілік қорша және яһуди бірге ол өлтір үшін жасал жүйе propaganda,violent
4,газа қаласындағы бауырларыңызда сатқын режимнің қоршауын олардан бұзды менің үшінші хабарламам туралы айтатын болсақ ол барлық мұсылмандарға мен оларға айтамын бұл американдық жалған ақпарат әлемге американың саясатын өзгертетін құтқарушы ретінде көрсетуге тырысты propaganda,газ қала бауыр сатқ режим қорша олардан бұз менің үшінші хабарлама туралы айт бол ол барлық мұсылман мен оларға ай бұл американдық жалған ақпарат әлем америка саясат өзгерт құтқарушы рет көрсет тырыс propaganda,violent
4,газадағы бауырларыңыз бен қарындастарыңызды мейірімсіз немесе аяушылықсыз өлтірді мен ислам әлеміне демонстрацияға шыққан ашулы мұсылман жамағатқа айтамын демонстрациялар бомбалар алдында жеткіліксіз бірақ біздің исламдық қаһарымыз сионистік крестшілер одағының тіректерін шайқайтын тиімді және тиімді әрекетке айналады propaganda,газа бауыр бен қарындас мейір немесе аяушылық өл мен ислам әлем демонстрация шық ашул мұсылман жамағат ай демонстрация бомба алд жеткіліксіз бірақ біздің исламдық қаһар сиони крестші одағ тірек шайқа тиімді және тиімді әрекет айнал propaganda,violent
4,барлық жерде адал guardian мұсылмандар оң жауап және джихад заттай ей барлық жерде мұсылмандар сионистік крест жорығына ұмтылыңыз және оған қол жеткізген барлық жерде оның мүдделерін қорғаңыз және бауырластарыңыз бен ұлдарыңызға қарсы тұрыңыз recruitment,барлық же адал guardian мұсылман оң жауап және джихад заттай ей барлық же мұсылман сиони крест жорығ ұмтыл және оған қол жеткіз барлық же оның мүдде қорға және бауырлас бен ұл қарсы тұр recruitment,violent
4,абдулла бин эйд әлазиз израильді толық мойындаудың алғышарты ретінде ньюйоркте переспен кездесу үшін конфессияаралық үнқатысуды жасады propaganda,абдулл бин эйд әлазиз израиль толық мойында алғышарт рет ньюйорк перес кездесу үшін конфессияаралық үнқатысу жас propaganda,violent
4,абдулла салех йемен әлазза мен әлабаны крест жорығының исламның үйлеріне қарсы шабуылға арналған жабдықтау базасына айналдырды және малики американдық күштерден сатқындардың билік етуін жалғастыруын өтінді сондықтан олар сатқындардың ислам дұшпандарының крест жорықтары мен еврейлердің мүдделеріне шабуыл жасау әрекетінен қайда қай жерде және қай жерде болса да бас тартты дейді шындық элиталық жиһадтық бақтағы бауырлар propaganda,абдулл салех йемен әлазз мен әлаба крест жорығ ислам үй қарсы шабуыл арнал жабдықтау база айнал және малики американдық күш сатқын билік ет жалғастыр өт сондықтан олар сатқын ислам дұшпан крест жорық мен еврей мүдде шабуыл жасау әрекет қайда қай же және қай же бол да бас тар де шындық элиталық жиһад бақ бауыр propaganda,violent
4,тіпті ең ірі өтірікшілер де біраз уақыт шындықты айтуға тырысады дәйексөз иракта көтерілісшілердің шабуылдары болуы мүмкін propaganda,тіпті ең ірі өтірікші де біраз уақыт шындық айт тырыс дәйексөз ирак көтерілісші шабуыл бол мүмкін propaganda,violent
4,біздің мінез құлқымыз өзгеріп жау ирак қауіпсіздік күштерінің мүмкіндіктерін тексеруге тырысқанда немесе олардың әлі де өзектілігін дәлелдеуге тырысқанда біз зорлық зомбылықтың төмендеуін және ағынын байқаймыз ба иә деді калл дан ға дейін пентагондағы минуттық сұхбат propaganda,біздің мінез құл өзгер жау ирак қауіпсіздік күш мүмкіндік тексер тырыс немесе олардың әлі де өзектіліг дәлелде тырыс біз зорлық зомбылық төменде және ағын бай ба иә де калл дан ға дейін пентаго минуттық сұхбат propaganda,violent
4,менің ойымша біз мұны көретін шығармыз бірақ біз айтарлықтай өсуді күтіп отырғанымызды білмеймін ол ирактағы қауіпсіздік соңғы екі жыл ішінде едәуір жақсарғанын және ақш басқыншылығы кезінде азаматтық соғысқа қауіп төндірген секталық зорлықзомбылықтың қайта пайда болуы екіталай екенін айтты propaganda,менің ойымша біз мұны көр шығ бірақ біз айтарлықтай өсу күт отыр білме ол ирак қауіпсіздік соңғы екі жыл іш едәуір жақсар және ақш басқыншылығ кез азаматтық соғыс қауіп төндір секталық зорлықзомбылық қайта пайда бол екіталай екен ай propaganda,violent
4,сәрсенбі күні багдадтың солтүстігінде орналасқан сүнниттік мешітте жанкешті кем дегенде бес адамды өлтірді radicalization,сәрсенбі күн багдад солтүстіг орналас сүнни мешіт жанкешті кем де бес адам өл radicalization,violent
4,полиция қызметкерінің айтуынша шабуылдаушы жарылғыш зат салынған белдікті жарып жіберген кезде табынушылармен араласқан жарылыс кем дегенде адамды жарақаттады radicalization,полиция қызметк айт шабуылдаушы жарылғыш зат салын белдік жар жібер кезде табынушы аралас жарылыс кем де адам жарақатта radicalization,violent
4,қаңтар қауіпсіздік туралы келісім барлық америкалық әскерилердің ирактан жылдың соңына дейін шығарылуын талап етеді сонымен қатар жауынгерлер маусымға дейін ирактың ірі қалаларында өмір сүрмеуі керек сонымен қатар обама ақпан айында пентагон нан ға дейін емес барлығын шығарады деп мәлімдеді propaganda,қаңтар қауіпсіздік туралы келісім барлық америкалық әскери ирак жыл соң дейін шығарыл талап ет сонымен қатар жауынгер маусым дейін ирак ірі қала өмір сүрме керек сонымен қатар оба ақпан ай пентагон нан ға дейін емес барлығ шығар де мәлімде propaganda,violent
4,ирак әскерлері жылдың тамыз айының аяғында сол жақта қалғандар негізінен көтерілісшілерге қарсы тұруға және ирактың әскери және полиция күштерін даярлауға бағытталады propaganda,ирак әскер жыл тамыз ай аяғ сол жақта қал негіз көтерілісші қарсы тұр және ирак әскери және полиция күш даярла бағыттал propaganda,violent
4,калл сонымен бірге обама әкімшілігі ирактағы қауіпсіздікке келесі екі жыл ішінде зорлық зомбылық күрт күшейе түсетін болса әскер деңгейінде бұдан әрі қандай да бір өзгерістер қажет болуы мүмкін бе деген мәселені қадағалап отырғанын айтты propaganda,калл сонымен бірге оба әкімшіліг ирак қауіпсіздік келесі екі жыл іш зорлық зомбылық күрт күшей түс бол әскер деңгей бұдан әрі қандай да бір өзгеріс қажет бол мүмкін бе де мәселе қадағала отыр ай propaganda,violent
4,ирактың көп бөлігінде зорлық зомбылық күрт төмендейді сәрсенбідегі жанкешті бомбаланған аймақты қоршап тұрған аймақ біршама тыныштыққа ие болды дегенмен бұл сүнниттер мен шииттердің құбылыстары алайда соңғы жарылыстар мен басқа да шабуылдар ақштың жоғарғы қолбасшыларын кем дегенде ирактың екі ірі қаласында мосул мен бақубада маусымдағы мерзімін қайта қарауға мәжбүр етті propaganda,ирак көп бөліг зорлық зомбылық күрт төменде сәрсенбі жанкешті бомбалан аймақ қорша тұр аймақ біршама тыныштық ие бол дегенмен бұл сүннит мен шиит құбылыс алайда соңғы жарылыс мен басқа да шабуыл ақш жоғарғы қолбасшы кем де ирак екі ірі қала мосул мен бақуба маусым мерзім қайта қара мәжбүр ет propaganda,violent
4,жақында ирактан осы аптада оралған республикашыл сенаторлар тобы кейбір мерзімдердің жақында келетіндігіне алаңдаушылық білдірді шыны керек иракта әскери және қарапайым тұрғындардың барлық әскери күштерді маусымға дейін шығарып тастауына сондай ақ келесі жылдың тамыз айында шығарылуға қатысты алаңдаушылықтары бар деді propaganda,жақында ирак осы апта орал республикашыл сенатор тоб кейбір мерзім жақында келетіндіг алаңдаушылық біл шыны керек ирак әскери және қарапайым тұрғын барлық әскери күш маусым дейін шығар таста сондай ақ келесі жыл тамыз ай шығарыл қатысты алаңдаушылық бар де propaganda,violent
4,бізде үш шетелдік оның ішінде әйелдер де бар деп жауап қатты және қатал болды оларды өлтіріңіз мумбай қонақ үйінің ішінен мылтық атылды одан кейін шаттық шеңбері естілді radicalization,біз үш шетелдік оның іш әйел де бар де жауап қатты және қатал бол ол өлтір мумба қонақ үй іш мылтық ат одан кейін шаттық шеңбер ест radicalization,violent
4,қатыгез алмасу үндістанның осы аптада пәкістанға берген дәлелдерінің бөлігі болған мумбайдағы шабуылдар кезінде ұсталған телефон қоңырауларының стенограммасынан туындайды propaganda,қатыгез алмасу үндістан осы апта пәкістан бер дәлел бөліг бол мумбай шабуыл кез ұстал телефон қоңырау стенограмма туында propaganda,violent
4,ньюделидің мәлімдеуінше табылған қарулардың фотосуреттері спутниктік телефондардан алынған мәліметтер және жалғыз қалған қарулы адамды жауапқа тарту туралы мәліметтер қамтылған мумбай қоршауы шекарадан басталған пәкістан билігі бұл айғақтарды аймақтағы шиеленісті күшейту үшін жасалған насихаттық шабуыл деп атады propaganda,ньюдели мәлімдеуінше табыл қару фотосурет спутник телефон алын мәлімет және жалғыз қалған қарулы адам жауап тарту туралы мәлімет қамтыл мумба қорша шекара бастал пәкістан биліг бұл айғақ аймақ шиелен күшейту үшін жасал насихат шабуыл де ат propaganda,violent
4,үндістанның хабарлауынша адамның өмірін қиған шабуылдарды басқарушылар пәкістанда орналасқан лашкарэтайба тобының жетекшілері болған сіздің қонақүйіңізде үш министр және бір министрдің хатшысы бар propaganda,үндістан хабарла адам өмір қи шабуыл басқарушы пәкістан орналас лашкарэтайб тоб жетекші бол сіздің қонақүй үш министр және бір министр хатшы бар propaganda,violent
4,біз қай бөлмеде екенімізді білмейміз дейді шабуыл жасаған бірінші түнде таңғы сағат да таж махал қонақ үйіндегі қаруланған адамға бұл жақсы жаңалық бұл торттың қатуы деді ол әзірлеуші оған үкімет шенеуніктерін тауып содан кейін үндістаннан қалаған нәрселеріңді ал деді propaganda,біз қай бөлме екен білме де шабуыл жаса бірінші түн таңғы сағат да таж махал қонақ үй қарулан адам бұл жақсы жаңалық бұл тор қат де ол әзірлеуші оған үкімет шенеунік тау содан кейін үндістан қала нәрсе ал де propaganda,violent
4,біз шейх осусама бин ладеннің антына қол жеткізуге дайынбыз америка және америкада тұратын адам армандамайды propaganda,біз шейх осуса бин ладен ант қол жеткіз дайын америка және америка тұр адам армандама propaganda,violent
4,менің мұсылман бауырларым және газада және палестинаның қалған жерлерінде бүгін сенің басыңа қандай да бір аймақпен немесе белгілі бір елмен шектеліп отырған басқыншылық сынақ емес ол мұсылман ұлтына қарсы сионистік крест жорықтары сериясына қатысады және бұл рейдтер обамаға дейін сізге берген сыйлық болып табылады propaganda,менің мұсылман бауыр және газа және палестина қалған жер бүгін сенің бас қандай да бір аймақ немесе белгілі бір ел шектел отыр басқыншылық сынақ емес ол мұсылман ұлт қарсы сиони крест жорық серия қатыс және бұл рейд обама дейін сізге бер сыйлық бол таб propaganda,violent
4,сабыр мен шатила қырғындарында еврейлер батальондардың күштерімен бірге жасаған лас рөлді ойнайды менің бауырларым және газада және палестинаның қалған жерлерінде біз сіздермен шайқаста болдық propaganda,сабыр мен шатил қырғын еврей батальон күш бірге жаса лас рөл ойна менің бауыр және газа және палестина қалған жер біз сіздермен шайқас бол propaganda,violent
4,сионистік крестшілер одағын біз қай жерде іске қоссақ та соғыстырамыз және біз сізге тез арада барамыз және біз көп ұзамай ақ сізге жетуге кедергі болатын шекаралар мен шектеулерді жоямыз radicalization,сиони крестші одағ біз қай же іс қос та соғыстыр және біз сізге тез ара бар және біз көп ұзама ақ сізге жет кедергі бол шекара мен шектеу жоя radicalization,violent
4,америкалықтардың ирактан кетуі сізге жақсы мүмкіндік біз қазір сізбен бірге болғымыз келетіндігімізді біледі сізді жанымыз бен қанымызбен қорғаңыз мен өзімнің жаралыларыңызды емдеп олардың азаптарын жеңілдету үшін қазір сізбен бірге болғанды қалаймын propaganda,америкалық ирак кет сізге жақсы мүмкіндік біз қазір сізбен бірге бол келетіндіг біл сіз жан бен қан қорға мен өзімнің жаралы емде олардың азап жеңілдету үшін қазір сізбен бірге бол қала propaganda,violent
4,мен оларға айтамын қоршауды алып тастау сіздің міндетіңіз сіз бұл жауапкершілікті өз мойныңызға алуыңыз керек өйткені егер сіз наразылық акцияларын ереуілдер мен демонстрациялар ұйымдастырсаңыз газа қоршауына дейін қоршау болмай тұрса сатқын хосни мубарак берілуі керек propaganda,мен оларға ай қоршау алып тастау сіздің міндет сіз бұл жауапкершілік өз мойны ал керек өйткені егер сіз наразылық акция ереуіл мен демонстрация ұйымдастыр газ қорша дейін қоршау болма тұр сатқ хосни мубарак беріл керек propaganda,violent
4,газадағы бауырларымызды қылмыстық сатқын хосни мубарактың қолынан құтқару үшін оқушылар мектептерге барудан жұмысшылар мен офицерлерден бас тартатын ереуілдер кампаниясын ұйымдастыруға дайынсыз ба мен мысыр армиясындағы қызу адамдарға айтамын сүлеймен хатерде сізде жақсы үлгі бар propaganda,газа бауыр қылмыстық сатқ хосни мубарак қол құтқар үшін оқушы мектеп бару жұмысшы мен офицер бас тарт ереуіл кампания ұйымдастыр дайын ба мен мысыр армия қызу адам ай сүлеймен хат сіз жақсы үлгі бар propaganda,violent
